x0	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	L
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	D U D1 D2 L1 L2
																				class
0.0	0.0185790117830038071	0.0279706008732318878	0.0185790117830038071	0.0000000000000000000	0.0000000000000000000	-0.0187831763178110123	-0.0281747654080390930	-0.0655369535088539124	-0.0767660290002822876	-0.0804409980773925781	-0.1102490797638893127	-0.1214781552553176880	-0.1120865643024444580	-0.1028991416096687317	-0.1084115952253341675	-0.0822784826159477234	-0.0859534516930580139	-0.1214781552553176880	-0.12535728514194488525	D1
0.0	-0.0093042068183422089	0.0091019421815872192	0.0184061489999294281	0.0091019421815872192	-0.0093042068183422089	-0.0093042068183422089	-0.0279126204550266266	-0.0372168272733688354	-0.0742313936352729797	-0.0853559896349906921	-0.0889967605471611023	-0.1185275092720985413	-0.1296520978212356567	-0.1203478947281837463	-0.1112459525465965271	-0.1167071163654327393	-0.0908171534538269043	-0.0944579318165779114	-0.12965209782123565674	L1
0.0	-0.0090198433026671410	-0.0182401277124881744	0.0000000000000000000	0.0092202844098210335	0.0000000000000000000	-0.0182401277124881744	-0.0182401277124881744	-0.0366806983947753906	-0.0459009818732738495	-0.0825816765427589417	-0.0936059355735778809	-0.0972138717770576477	-0.1264782547950744629	-0.1375025063753128052	-0.1282822191715240479	-0.1192623749375343323	-0.1246742829680442810	-0.0990178361535072327	-0.10262577980756759644	L1
0.0	0.0091019421815872192	0.0000000000000000000	-0.0093042068183422089	0.0091019421815872192	0.0184061489999294281	0.0091019421815872192	-0.0093042068183422089	-0.0093042068183422089	-0.0279126204550266266	-0.0372168272733688354	-0.0742313936352729797	-0.0853559896349906921	-0.0889967605471611023	-0.1185275092720985413	-0.1296520978212356567	-0.1203478947281837463	-0.1112459525465965271	-0.1167071163654327393	-0.09081715345382690430	D1
0.0	0.0093915881589055061	0.0185790117830038071	0.0093915881589055061	0.0000000000000000000	0.0185790117830038071	0.0279706008732318878	0.0185790117830038071	0.0000000000000000000	0.0000000000000000000	-0.0187831763178110123	-0.0281747654080390930	-0.0655369535088539124	-0.0767660290002822876	-0.0804409980773925781	-0.1102490797638893127	-0.1214781552553176880	-0.1120865643024444580	-0.1028991416096687317	-0.10841159522533416748	D1
0.0	0.0094806263223290443	0.0189612526446580887	0.0282357782125473022	0.0189612526446580887	0.0094806263223290443	0.0282357782125473022	0.0377164073288440704	0.0282357782125473022	0.0094806263223290443	0.0094806263223290443	-0.0094806263223290443	-0.0189612526446580887	-0.0566776581108570099	-0.0680131912231445312	-0.0717229992151260376	-0.1018136814236640930	-0.1131492182612419128	-0.1036685928702354431	-0.09439406543970108032	D1
0.0	-0.0363455824553966522	-0.0272095333784818649	-0.0180734861642122269	-0.0091360472142696381	-0.0180734861642122269	-0.0272095333784818649	-0.0091360472142696381	0.0000000000000000000	-0.0091360472142696381	-0.0272095333784818649	-0.0272095333784818649	-0.0454816296696662903	-0.0546176768839359283	-0.0909632593393325806	-0.1018867939710617065	-0.1054617688059806824	-0.1344587951898574829	-0.1453823298215866089	-0.13624627888202667236	L2
0.0	0.0128746731206774712	-0.0239388458430767059	-0.0146851744502782822	-0.0054315025918185711	0.0036210017278790474	-0.0054315025918185711	-0.0146851744502782822	0.0036210017278790474	0.0128746731206774712	0.0036210017278790474	-0.0146851744502782822	-0.0146851744502782822	-0.0331925153732299805	-0.0424461886286735535	-0.0792597085237503052	-0.0903238803148269653	-0.0939448773860931396	-0.1233152300119400024	-0.13437940180301666260	D1
0.0	0.0036341610830277205	0.0165556222200393677	-0.0203916821628808975	-0.0111043816432356834	-0.0018170805415138602	0.0072683221660554409	-0.0018170805415138602	-0.0111043816432356834	0.0072683221660554409	0.0165556222200393677	0.0072683221660554409	-0.0111043816432356834	-0.0111043816432356834	-0.0296789817512035370	-0.0389662832021713257	-0.0759135857224464417	-0.0870179682970046997	-0.0906521305441856384	-0.12012921273708343506	D1
0.0	0.0112290726974606514	0.0149040427058935165	0.0279706008732318878	-0.0093915881589055061	0.0000000000000000000	0.0093915881589055061	0.0185790117830038071	0.0093915881589055061	0.0000000000000000000	0.0185790117830038071	0.0279706008732318878	0.0185790117830038071	0.0000000000000000000	0.0000000000000000000	-0.0187831763178110123	-0.0281747654080390930	-0.0655369535088539124	-0.0767660290002822876	-0.08044099807739257812	D1
0.0	0.0191427376121282578	0.0305867660790681839	0.0343320854008197784	0.0476487725973129272	0.0095713688060641289	0.0191427376121282578	0.0287141073495149612	0.0380774028599262238	0.0287141073495149612	0.0191427376121282578	0.0380774028599262238	0.0476487725973129272	0.0380774028599262238	0.0191427376121282578	0.0191427376121282578	0.0000000000000000000	-0.0095713688060641289	-0.0476487725973129272	-0.05909280106425285339	D1
0.0	-0.0057923044078052044	0.0132395531982183456	0.0246172938495874405	0.0283409189432859421	0.0415804721415042877	0.0037236243952065706	0.0132395531982183456	0.0227554813027381897	0.0320645421743392944	0.0227554813027381897	0.0132395531982183456	0.0320645421743392944	0.0415804721415042877	0.0320645421743392944	0.0132395531982183456	0.0132395531982183456	-0.0057923044078052044	-0.0153082329779863358	-0.05316508188843727112	L1
0.0	-0.0166802275925874710	-0.0223759151995182037	-0.0036615133285522461	0.0075264442712068558	0.0111879575997591019	0.0242066718637943268	-0.0130187142640352249	-0.0036615133285522461	0.0056956876069307327	0.0148494709283113480	0.0056956876069307327	-0.0036615133285522461	0.0148494709283113480	0.0242066718637943268	0.0148494709283113480	-0.0036615133285522461	-0.0036615133285522461	-0.0223759151995182037	-0.03173311799764633179	L1
0.0	0.0131904371082782745	-0.0037098103202879429	-0.0094806263223290443	0.0094806263223290443	0.0208161585032939911	0.0245259683579206467	0.0377164073288440704	0.0000000000000000000	0.0094806263223290443	0.0189612526446580887	0.0282357782125473022	0.0189612526446580887	0.0094806263223290443	0.0282357782125473022	0.0377164073288440704	0.0282357782125473022	0.0094806263223290443	0.0094806263223290443	-0.00948062632232904434	D1
0.0	0.0193277318030595779	0.0327731110155582428	0.0155462184920907021	0.0096638659015297890	0.0289915967732667923	0.0405462197959423065	0.0443277321755886078	0.0577731095254421234	0.0193277318030595779	0.0289915967732667923	0.0386554636061191559	0.0481092445552349091	0.0386554636061191559	0.0289915967732667923	0.0481092445552349091	0.0577731095254421234	0.0481092445552349091	0.0289915967732667923	0.02899159677326679230	D1
0.0	-0.0095713688060641289	0.0095713688060641289	0.0228880569338798523	0.0058260508812963963	0.0000000000000000000	0.0191427376121282578	0.0305867660790681839	0.0343320854008197784	0.0476487725973129272	0.0095713688060641289	0.0191427376121282578	0.0287141073495149612	0.0380774028599262238	0.0287141073495149612	0.0191427376121282578	0.0380774028599262238	0.0476487725973129272	0.0380774028599262238	0.01914273761212825775	L1
0.0	0.0193001069128513336	0.0095440084114670753	0.0290562044829130173	0.0426299050450325012	0.0252385996282100677	0.0193001069128513336	0.0388123020529747009	0.0504771992564201355	0.0542948022484779358	0.0678685083985328674	0.0290562044829130173	0.0388123020529747009	0.0485683977603912354	0.0581124089658260345	0.0485683977603912354	0.0388123020529747009	0.0581124089658260345	0.0678685083985328674	0.05811240896582603455	D1
0.0	0.0079093631356954575	0.0273621212691068649	0.0175288580358028412	0.0371953845024108887	0.0508764423429965973	0.0333475843071937561	0.0273621212691068649	0.0470286458730697632	0.0587858073413372040	0.0626336038112640381	0.0763146653771400452	0.0371953845024108887	0.0470286458730697632	0.0568619072437286377	0.0664814040064811707	0.0568619072437286377	0.0470286458730697632	0.0664814040064811707	0.07631466537714004517	D1
0.0	-0.0172268915921449661	-0.0094537818804383278	0.0096638659015297890	0.0000000000000000000	0.0193277318030595779	0.0327731110155582428	0.0155462184920907021	0.0096638659015297890	0.0289915967732667923	0.0405462197959423065	0.0443277321755886078	0.0577731095254421234	0.0193277318030595779	0.0289915967732667923	0.0386554636061191559	0.0481092445552349091	0.0386554636061191559	0.0289915967732667923	0.04810924455523490906	L1
0.0	0.0214592274278402328	0.0038626608438789845	0.0118025755509734154	0.0313304737210273743	0.0214592274278402328	0.0412017181515693665	0.0549356229603290558	0.0373390540480613708	0.0313304737210273743	0.0510729625821113586	0.0628755390644073486	0.0667381957173347473	0.0804721042513847351	0.0412017181515693665	0.0510729625821113586	0.0609442070126533508	0.0706008598208427429	0.0609442070126533508	0.05107296258211135864	D2
0.0	0.0000000000000000000	0.0214592274278402328	0.0038626608438789845	0.0118025755509734154	0.0313304737210273743	0.0214592274278402328	0.0412017181515693665	0.0549356229603290558	0.0373390540480613708	0.0313304737210273743	0.0510729625821113586	0.0628755390644073486	0.0667381957173347473	0.0804721042513847351	0.0412017181515693665	0.0510729625821113586	0.0609442070126533508	0.0706008598208427429	0.06094420701265335083	D1
0.0	0.0060449051670730114	0.0060449051670730114	0.0276338513940572739	0.0099309151992201805	0.0179188251495361328	0.0375647656619548798	0.0276338513940572739	0.0474956817924976349	0.0613126084208488464	0.0436096712946891785	0.0375647656619548798	0.0574265979230403900	0.0693005174398422241	0.0731865316629409790	0.0870034545660018921	0.0474956817924976349	0.0574265979230403900	0.0673575103282928467	0.07707253843545913696	D1
0.0	0.0019467878155410290	0.0080034611746668816	0.0080034611746668816	0.0296344365924596786	0.0118970368057489395	0.0199004970490932465	0.0395846851170063019	0.0296344365924596786	0.0495349355041980743	0.0633787587285041809	0.0456413589417934418	0.0395846851170063019	0.0594851821660995483	0.0713822171092033386	0.0752757936716079712	0.0891196206212043762	0.0495349355041980743	0.0594851821660995483	0.06943543255329132080	D1
0.0	0.0039087948389351368	0.0058631920255720615	0.0119435396045446396	0.0119435396045446396	0.0336590670049190521	0.0158523339778184891	0.0238870792090892792	0.0436482094228267670	0.0336590670049190521	0.0536373518407344818	0.0675352886319160461	0.0497285574674606323	0.0436482094228267670	0.0636264905333518982	0.0755700320005416870	0.0794788300991058350	0.0933767631649971008	0.0536373518407344818	0.06362649053335189819	D1
0.0	-0.0058290157467126846	-0.0019430051324889064	0.0000000000000000000	0.0060449051670730114	0.0060449051670730114	0.0276338513940572739	0.0099309151992201805	0.0179188251495361328	0.0375647656619548798	0.0276338513940572739	0.0474956817924976349	0.0613126084208488464	0.0436096712946891785	0.0375647656619548798	0.0574265979230403900	0.0693005174398422241	0.0731865316629409790	0.0870034545660018921	0.04749568179249763489	L1
0.0	-0.0176033936440944672	-0.0233297981321811676	-0.0195121951401233673	-0.0176033936440944672	-0.0116648990660905838	-0.0116648990660905838	0.0095440084114670753	-0.0078472960740327835	0.0000000000000000000	0.0193001069128513336	0.0095440084114670753	0.0290562044829130173	0.0426299050450325012	0.0252385996282100677	0.0193001069128513336	0.0388123020529747009	0.0504771992564201355	0.0542948022484779358	0.06786850839853286743	L1
0.0	0.0000000000000000000	-0.0176033936440944672	-0.0233297981321811676	-0.0195121951401233673	-0.0176033936440944672	-0.0116648990660905838	-0.0116648990660905838	0.0095440084114670753	-0.0078472960740327835	0.0000000000000000000	0.0193001069128513336	0.0095440084114670753	0.0290562044829130173	0.0426299050450325012	0.0252385996282100677	0.0193001069128513336	0.0388123020529747009	0.0504771992564201355	0.05429480224847793579	D1
0.0	0.0079093631356954575	0.0079093631356954575	-0.0098332623019814491	-0.0156049598008394241	-0.0117571614682674408	-0.0098332623019814491	-0.0038477980997413397	-0.0038477980997413397	0.0175288580358028412	0.0000000000000000000	0.0079093631356954575	0.0273621212691068649	0.0175288580358028412	0.0371953845024108887	0.0508764423429965973	0.0333475843071937561	0.0273621212691068649	0.0470286458730697632	0.05878580734133720398	D1
0.0	0.0099309151992201805	0.0179188251495361328	0.0179188251495361328	0.0000000000000000000	-0.0058290157467126846	-0.0019430051324889064	0.0000000000000000000	0.0060449051670730114	0.0060449051670730114	0.0276338513940572739	0.0099309151992201805	0.0179188251495361328	0.0375647656619548798	0.0276338513940572739	0.0474956817924976349	0.0613126084208488464	0.0436096712946891785	0.0375647656619548798	0.05742659792304039001	D1
0.0	-0.0176033936440944672	-0.0078472960740327835	0.0000000000000000000	0.0000000000000000000	-0.0176033936440944672	-0.0233297981321811676	-0.0195121951401233673	-0.0176033936440944672	-0.0116648990660905838	-0.0116648990660905838	0.0095440084114670753	-0.0078472960740327835	0.0000000000000000000	0.0193001069128513336	0.0095440084114670753	0.0290562044829130173	0.0426299050450325012	0.0252385996282100677	0.01930010691285133362	L1
0.0	-0.0207684319466352463	-0.0380062311887741089	-0.0284527521580457687	-0.0207684319466352463	-0.0207684319466352463	-0.0380062311887741089	-0.0436137057840824127	-0.0398753881454467773	-0.0380062311887741089	-0.0321910679340362549	-0.0321910679340362549	-0.0114226378500461578	-0.0284527521580457687	-0.0207684319466352463	-0.0018691589357331395	-0.0114226378500461578	0.0076843197457492352	0.0209761168807744980	0.00394600210711359978	L2
0.0	0.0075329565443098545	-0.0133919231593608856	-0.0307595729827880859	-0.0211341287940740585	-0.0133919231593608856	-0.0133919231593608856	-0.0307595729827880859	-0.0364092923700809479	-0.0326428115367889404	-0.0307595729827880859	-0.0249006059020757675	-0.0249006059020757675	-0.0039757271297276020	-0.0211341287940740585	-0.0133919231593608856	0.0056497175246477127	-0.0039757271297276020	0.0152751617133617401	0.02866708487272262573	D1
0.0	0.0135737005621194839	0.0212089084088802338	0.0000000000000000000	-0.0176033936440944672	-0.0078472960740327835	0.0000000000000000000	0.0000000000000000000	-0.0176033936440944672	-0.0233297981321811676	-0.0195121951401233673	-0.0176033936440944672	-0.0116648990660905838	-0.0116648990660905838	0.0095440084114670753	-0.0078472960740327835	0.0000000000000000000	0.0193001069128513336	0.0095440084114670753	0.02905620448291301727	D1
0.0	0.0019124521641060710	0.0155121125280857086	0.0231619216501712799	0.0019124521641060710	-0.0157246068120002747	-0.0059498511254787445	0.0019124521641060710	0.0019124521641060710	-0.0157246068120002747	-0.0214619636535644531	-0.0176370590925216675	-0.0157246068120002747	-0.0097747556865215302	-0.0097747556865215302	0.0114747127518057823	-0.0059498511254787445	0.0019124521641060710	0.0212494693696498871	0.01147471275180578232	D1
0.0	-0.0171261485666036606	-0.0152464490383863449	-0.0018796992953866720	0.0056390976533293724	-0.0152464490383863449	-0.0325814522802829742	-0.0229741018265485764	-0.0152464490383863449	-0.0152464490383863449	-0.0325814522802829742	-0.0382205508649349213	-0.0344611518085002899	-0.0325814522802829742	-0.0267335008829832077	-0.0267335008829832077	-0.0058479532599449158	-0.0229741018265485764	-0.0152464490383863449	0.00375939859077334404	L1
0.0	0.0077878339216113091	-0.0094716902822256088	-0.0075773522257804871	0.0058934963308274746	0.0134708480909466743	-0.0075773522257804871	-0.0250473581254482269	-0.0153651861473917961	-0.0075773522257804871	-0.0075773522257804871	-0.0250473581254482269	-0.0307303722947835922	-0.0269416961818933487	-0.0250473581254482269	-0.0191538631916046143	-0.0191538631916046143	0.0018943380564451218	-0.0153651861473917961	-0.00757735222578048706	D1
0.0	-0.0077276523225009441	0.0000000000000000000	-0.0171261485666036606	-0.0152464490383863449	-0.0018796992953866720	0.0056390976533293724	-0.0152464490383863449	-0.0325814522802829742	-0.0229741018265485764	-0.0152464490383863449	-0.0152464490383863449	-0.0325814522802829742	-0.0382205508649349213	-0.0344611518085002899	-0.0325814522802829742	-0.0267335008829832077	-0.0267335008829832077	-0.0058479532599449158	-0.02297410182654857635	L1
0.0	-0.0037453183904290199	-0.0114440284669399261	-0.0037453183904290199	-0.0208073239773511887	-0.0189346652477979660	-0.0056179775856435299	0.0018726591952145100	-0.0189346652477979660	-0.0362047441303730011	-0.0266333743929862976	-0.0189346652477979660	-0.0189346652477979660	-0.0362047441303730011	-0.0418227203190326691	-0.0380774028599262238	-0.0362047441303730011	-0.0303786937147378922	-0.0303786937147378922	-0.00957136880606412888	L1
0.0	0.0234241914004087448	0.0195911414921283722	0.0117120957002043724	0.0195911414921283722	0.0021294718608260155	0.0040459968149662018	0.0176746174693107605	0.0253407154232263565	0.0040459968149662018	-0.0136286197230219841	-0.0038330494426190853	0.0040459968149662018	0.0040459968149662018	-0.0136286197230219841	-0.0193781945854425430	-0.0155451446771621704	-0.0136286197230219841	-0.0076660988852381706	-0.00766609888523817062	D2
0.0	0.0000000000000000000	0.0234241914004087448	0.0195911414921283722	0.0117120957002043724	0.0195911414921283722	0.0021294718608260155	0.0040459968149662018	0.0176746174693107605	0.0253407154232263565	0.0040459968149662018	-0.0136286197230219841	-0.0038330494426190853	0.0040459968149662018	0.0040459968149662018	-0.0136286197230219841	-0.0193781945854425430	-0.0155451446771621704	-0.0136286197230219841	-0.00766609888523817062	D1
0.0	0.0197611283510923386	0.0197611283510923386	0.0436482094228267670	0.0397394150495529175	0.0317046679556369781	0.0397394150495529175	0.0219326820224523544	0.0238870792090892792	0.0377850160002708435	0.0456026047468185425	0.0238870792090892792	0.0058631920255720615	0.0158523339778184891	0.0238870792090892792	0.0238870792090892792	0.0058631920255720615	0.0000000000000000000	0.0039087948389351368	0.00586319202557206154	D1
0.0	0.0039241332560777664	0.0237628072500228882	0.0237628072500228882	0.0477436222136020660	0.0438194908201694489	0.0357532165944576263	0.0438194908201694489	0.0259428825229406357	0.0279049482196569443	0.0418574213981628418	0.0497056916356086731	0.0279049482196569443	0.0098103331401944160	0.0198386739939451218	0.0279049482196569443	0.0279049482196569443	0.0098103331401944160	0.0039241332560777664	0.00784826651215553284	D1
0.0	0.0000000000000000000	0.0039241332560777664	0.0237628072500228882	0.0237628072500228882	0.0477436222136020660	0.0438194908201694489	0.0357532165944576263	0.0438194908201694489	0.0259428825229406357	0.0279049482196569443	0.0418574213981628418	0.0497056916356086731	0.0279049482196569443	0.0098103331401944160	0.0198386739939451218	0.0279049482196569443	0.0279049482196569443	0.0098103331401944160	0.00392413325607776642	D1
0.0	0.0101299276575446129	0.0101299276575446129	0.0140938116237521172	0.0341334491968154907	0.0341334491968154907	0.0583571903407573700	0.0543933063745498657	0.0462453216314315796	0.0543933063745498657	0.0363356098532676697	0.0383175499737262726	0.0524113625288009644	0.0603391341865062714	0.0383175499737262726	0.0200396385043859482	0.0301695670932531357	0.0383175499737262726	0.0383175499737262726	0.02003963850438594818	D1
0.0	0.0000000000000000000	0.0101299276575446129	0.0101299276575446129	0.0140938116237521172	0.0341334491968154907	0.0341334491968154907	0.0583571903407573700	0.0543933063745498657	0.0462453216314315796	0.0543933063745498657	0.0363356098532676697	0.0383175499737262726	0.0524113625288009644	0.0603391341865062714	0.0383175499737262726	0.0200396385043859482	0.0301695670932531357	0.0383175499737262726	0.03831754997372627258	D1
0.0	-0.0039482344873249531	-0.0039482344873249531	0.0061416975222527981	0.0061416975222527981	0.0100899320095777512	0.0300504490733146667	0.0300504490733146667	0.0541785471141338348	0.0502303130924701691	0.0421144999563694000	0.0502303130924701691	0.0322439149022102356	0.0342180319130420685	0.0482561960816383362	0.0561526641249656677	0.0342180319130420685	0.0160122830420732498	0.0261022150516510010	0.03421803191304206848	L1
0.0	-0.0349280275404453278	-0.0387383587658405304	-0.0387383587658405304	-0.0290008466690778732	-0.0290008466690778732	-0.0251905173063278198	-0.0059271804057061672	-0.0059271804057061672	0.0173581708222627640	0.0135478405281901360	0.0057154954411089420	0.0135478405281901360	-0.0038103302940726280	-0.0019051651470363140	0.0116426758468151093	0.0192633364349603653	-0.0019051651470363140	-0.0194750204682350159	-0.00973751023411750793	L2
0.0	-0.0115086836740374565	-0.0460347346961498260	-0.0498012118041515350	-0.0498012118041515350	-0.0401757694780826569	-0.0401757694780826569	-0.0364092923700809479	-0.0173676498234272003	-0.0173676498234272003	0.0056497175246477127	0.0018832391360774636	-0.0058589661493897438	0.0018832391360774636	-0.0152751617133617401	-0.0133919231593608856	0.0000000000000000000	0.0075329565443098545	-0.0133919231593608856	-0.03075957298278808594	L1
0.0	-0.0150453420355916023	-0.0263808742165565491	-0.0603874698281288147	-0.0640972778201103210	-0.0640972778201103210	-0.0546166524291038513	-0.0546166524291038513	-0.0509068407118320465	-0.0321516916155815125	-0.0321516916155815125	-0.0094806263223290443	-0.0131904371082782745	-0.0208161585032939911	-0.0131904371082782745	-0.0300906840711832047	-0.0282357782125473022	-0.0150453420355916023	-0.0076257213950157166	-0.02823577821254730225	L1
0.0	0.0212586820125579834	0.0058934963308274746	-0.0056830141693353653	-0.0404125452041625977	-0.0442012213170528412	-0.0442012213170528412	-0.0345190502703189850	-0.0345190502703189850	-0.0307303722947835922	-0.0115765100345015526	-0.0115765100345015526	0.0115765100345015526	0.0077878339216113091	0.0000000000000000000	0.0077878339216113091	-0.0094716902822256088	-0.0075773522257804871	0.0058934963308274746	0.01347084809094667435	D2
0.0	-0.0077276523225009441	0.0133667504414916039	-0.0018796992953866720	-0.0133667504414916039	-0.0478279031813144684	-0.0515873022377490997	-0.0515873022377490997	-0.0419799499213695526	-0.0419799499213695526	-0.0382205508649349213	-0.0192147027701139450	-0.0192147027701139450	0.0037593985907733440	0.0000000000000000000	-0.0077276523225009441	0.0000000000000000000	-0.0171261485666036606	-0.0152464490383863449	-0.00187969929538667202	L1
0.0	-0.0037453183904290199	-0.0114440284669399261	0.0095713688060641289	-0.0056179775856435299	-0.0170620065182447433	-0.0513940900564193726	-0.0551394075155258179	-0.0551394075155258179	-0.0455680415034294128	-0.0455680415034294128	-0.0418227203190326691	-0.0228880569338798523	-0.0228880569338798523	0.0000000000000000000	-0.0037453183904290199	-0.0114440284669399261	-0.0037453183904290199	-0.0208073239773511887	-0.01893466524779796600	L1
0.0	-0.0259424410760402679	-0.0295905955135822296	-0.0370895825326442719	-0.0166193749755620956	-0.0314146727323532104	-0.0425618141889572144	-0.0760032460093498230	-0.0796514004468917847	-0.0796514004468917847	-0.0703283324837684631	-0.0703283324837684631	-0.0666801780462265015	-0.0482367239892482758	-0.0482367239892482758	-0.0259424410760402679	-0.0295905955135822296	-0.0370895825326442719	-0.0295905955135822296	-0.04620997235178947449	L2
0.0	-0.0130026005208492279	-0.0386077202856540680	-0.0422084406018257141	-0.0496099218726158142	-0.0294058807194232941	-0.0440088026225566864	-0.0550110004842281342	-0.0880176052451133728	-0.0916183218359947205	-0.0916183218359947205	-0.0824164822697639465	-0.0824164822697639465	-0.0788157656788825989	-0.0606121234595775604	-0.0606121234595775604	-0.0386077202856540680	-0.0422084406018257141	-0.0496099218726158142	-0.04220844060182571411	L1
0.0	-0.0017971246270462871	-0.0147763574495911598	-0.0403354614973068237	-0.0439297109842300415	-0.0513178929686546326	-0.0311501603573560715	-0.0457268357276916504	-0.0567092634737491608	-0.0896565467119216919	-0.0932507961988449097	-0.0932507961988449097	-0.0840654969215393066	-0.0840654969215393066	-0.0804712474346160889	-0.0623003207147121429	-0.0623003207147121429	-0.0403354614973068237	-0.0439297109842300415	-0.05131789296865463257	L1
0.0	0.0000000000000000000	-0.0017971246270462871	-0.0147763574495911598	-0.0403354614973068237	-0.0439297109842300415	-0.0513178929686546326	-0.0311501603573560715	-0.0457268357276916504	-0.0567092634737491608	-0.0896565467119216919	-0.0932507961988449097	-0.0932507961988449097	-0.0840654969215393066	-0.0840654969215393066	-0.0804712474346160889	-0.0623003207147121429	-0.0623003207147121429	-0.0403354614973068237	-0.04392971098423004150	D1
0.0	0.0205828417092561722	0.0205828417092561722	0.0187487266957759857	0.0055023436434566975	-0.0205828417092561722	-0.0242510698735713959	-0.0317913182079792023	-0.0112084774300456047	-0.0260851848870515823	-0.0372936613857746124	-0.0709190964698791504	-0.0745873227715492249	-0.0745873227715492249	-0.0652129575610160828	-0.0652129575610160828	-0.0615447312593460083	-0.0429997965693473816	-0.0429997965693473816	-0.02058284170925617218	D2
0.0	-0.0164361596107482910	0.0038083784747868776	0.0038083784747868776	0.0020044096745550632	-0.0110242534428834915	-0.0366806983947753906	-0.0402886345982551575	-0.0477049499750137329	-0.0274604130536317825	-0.0420926026999950409	-0.0531168580055236816	-0.0861896201968193054	-0.0897975564002990723	-0.0897975564002990723	-0.0805772691965103149	-0.0805772691965103149	-0.0769693329930305481	-0.0587292052805423737	-0.05872920528054237366	L1
